LOTTO GAME,COMBINATIONS,DRAW DATE,JACKPOT (=E2=82=B1),WINNERS
Lotto 6/42,"42-21-01-36-2=
3-37",4/18/2023,"82,139,803.60",2
6D Lotto,9-3-3-3-4-2    =,4/18/2023,"5,928,145.64",0
3D Lotto 2PM,5-2-0      =,4/18/2023,"4,500.00",662
3D Lotto 5PM,2-9-9      =,4/18/2023,"4,500.00",93
3D Lotto 9PM,2-2-7      =,4/18/2023,"4,500.00",364
2D Lotto 2PM,10-02      =,4/18/2023,"4,000.00",252
2D Lotto 5PM,15-15      =,4/18/2023,"4,000.00",387
2D Lotto 9PM,17-04      =,4/18/2023,"4,000.00",584
Grand Lotto 6/55,"29-13-5=
3-27-54-23",4/17/2023,"29,700,000.00",0
Megalotto 6/45,"42-17-05-=
41-10-15",4/17/2023,"96,996,141.00",0
4D Lotto,7-5-6-9        =,4/17/2023,"54,643.00",16
3D Lotto 2PM,3-7-8      =,4/17/2023,"4,500.00",379
3D Lotto 5PM,3-5-3      =,4/17/2023,"4,500.00",166
3D Lotto 9PM,5-4-1      =,4/17/2023,"4,500.00",564
2D Lotto 2PM,23-11      =,4/17/2023,"4,000.00",75
2D Lotto 5PM,15-22      =,4/17/2023,"4,000.00",216
2D Lotto 9PM,17-25      =,4/17/2023,"4,000.00",644
Ultra Lotto 6/58,"21-17-2=
0-46-54-56",4/16/2023,"61,846,959.20",0
Superlotto 6/49,"36-11-43=
-44-38-21",4/16/2023,"15,840,000.00",0
3D Lotto 2PM,1-9-6      =,4/16/2023,"4,500.00",400
3D Lotto 5PM,2-0-9      =,4/16/2023,"4,500.00",244
3D Lotto 9PM,5-4-8      =,4/16/2023,"4,500.00",347
2D Lotto 2PM,25-19      =,4/16/2023,"4,000.00",91
2D Lotto 5PM,05-09      =,4/16/2023,"4,000.00",333
2D Lotto 9PM,20-27      =,4/16/2023,"4,000.00",449
Grand Lotto 6/55,"51-19-4=
1-14-35-20",4/15/2023,"29,700,000.00",0
Lotto 6/42,"23-19-24-42-1=
3-16",4/15/2023,"74,355,879.40",0
6D Lotto,9-3-0-0-4-1    =,4/15/2023,"5,163,646.76",0
3D Lotto 2PM,2-4-3      =,4/15/2023,"4,500.00",365
3D Lotto 5PM,7-7-7      =,4/15/2023,"4,500.00",1029
3D Lotto 9PM,5-0-8      =,4/15/2023,"4,500.00",671
2D Lotto 2PM,31-09      =,4/15/2023,"4,000.00",153
2D Lotto 5PM,25-10      =,4/15/2023,"4,000.00",168
2D Lotto 9PM,18-04      =,4/15/2023,"4,000.00",366
Ultra Lotto 6/58,"34-03-4=
6-42-52-54",4/14/2023,"56,926,016.00",0
Megalotto 6/45,"36-22-30-=
28-05-13",4/14/2023,"88,604,246.40",0
4D Lotto,0-5-7-1        =,4/14/2023,"86,182.00",11
3D Lotto 2PM,8-7-7      =,4/14/2023,"4,500.00",211
3D Lotto 5PM,9-9-7      =,4/14/2023,"4,500.00",143
3D Lotto 9PM,1-6-5      =,4/14/2023,"4,500.00",562
2D Lotto 2PM,27-08      =,4/14/2023,"4,000.00",149
2D Lotto 5PM,14-11      =,4/14/2023,"4,000.00",179
2D Lotto 9PM,13-19      =,4/14/2023,"4,000.00",541
Superlotto 6/49,"48-19-10=
-17-47-49",4/13/2023,"27,978,266.40",1
Lotto 6/42,"42-30-05-19-0=
4-37",4/13/2023,"66,941,266.00",0
6D Lotto,2-0-5-5-5-3    =,4/13/2023,"4,499,891.56",0
3D Lotto 2PM,9-6-2      =,4/13/2023,"4,500.00",202
3D Lotto 5PM,0-7-3      =,4/13/2023,"4,500.00",105
3D Lotto 9PM,6-9-2      =,4/13/2023,"4,500.00",198
2D Lotto 2PM,18-04      =,4/13/2023,"4,000.00",197
2D Lotto 5PM,09-28      =,4/13/2023,"4,000.00",182
2D Lotto 9PM,22-05      =,4/13/2023,"4,000.00",228
Grand Lotto 6/55,"07-10-0=
9-55-28-18",4/12/2023,"29,700,000.00",0
Megalotto 6/45,"21-39-13-=
08-25-26",4/12/2023,"80,967,403.20",0
4D Lotto,5-6-6-3        =,4/12/2023,"51,869.00",16
3D Lotto 2PM,2-4-5      =,4/12/2023,"4,500.00",474
3D Lotto 5PM,1-3-1      =,4/12/2023,"4,500.00",367
3D Lotto 9PM,4-2-6      =,4/12/2023,"4,500.00",960
2D Lotto 2PM,27-21      =,4/12/2023,"4,000.00",167
2D Lotto 5PM,12-03      =,4/12/2023,"4,000.00",153
2D Lotto 9PM,07-21      =,4/12/2023,"4,000.00",626
Ultra Lotto 6/58,"41-55-2=
0-32-47-57",4/11/2023,"52,596,622.20",0
Superlotto 6/49,"39-36-30=
-40-01-47",4/11/2023,"24,732,271.20",0
Lotto 6/42,"24-34-07-16-3=
1-33",4/11/2023,"60,503,890.80",0
6D Lotto,2-6-2-1-5-6    =,4/11/2023,"4,136,798.68",0
3D Lotto 2PM,0-5-4      =,4/11/2023,"4,500.00",160
3D Lotto 5PM,3-9-6      =,4/11/2023,"4,500.00",104
3D Lotto 9PM,4-9-2      =,4/11/2023,"4,500.00",338
2D Lotto 2PM,30-24      =,4/11/2023,"4,000.00",151
2D Lotto 5PM,23-18      =,4/11/2023,"4,000.00",84
2D Lotto 9PM,28-23      =,4/11/2023,"4,000.00",203
Grand Lotto 6/55,"23-28-2=
5-24-36-30",4/10/2023,"29,700,000.00",0
Megalotto 6/45,"34-41-43-=
30-15-28",4/10/2023,"73,769,152.80",0
4D Lotto,8-2-7-1        =,4/10/2023,"46,964.00",17
3D Lotto 2PM,4-5-5      =,4/10/2023,"4,500.00",288
3D Lotto 5PM,9-9-4      =,4/10/2023,"4,500.00",140
3D Lotto 9PM,3-7-7      =,4/10/2023,"4,500.00",344
2D Lotto 2PM,09-06      =,4/10/2023,"4,000.00",321
2D Lotto 5PM,05-16      =,4/10/2023,"4,000.00",294
2D Lotto 9PM,11-23      =,4/10/2023,"4,000.00",695
Grand Lotto 6/55,"05-15-4=
3-06-22-18",4/5/2023,"29,700,000.00",0
Megalotto 6/45,"42-40-09-=
26-07-13",4/5/2023,"67,302,457.20",0
4D Lotto,7-3-1-4        =,4/5/2023,"17,298.00","=
34"
3D Lotto 2PM,4-7-8      =,4/5/2023,"4,500.00",538
3D Lotto 5PM,8-1-0      =,4/5/2023,"4,500.00",349
3D Lotto 9PM,6-8-7      =,4/5/2023,"4,500.00",243
2D Lotto 2PM,12-30      =,4/5/2023,"4,000.00",287
2D Lotto 5PM,11-31      =,4/5/2023,"4,000.00",183
2D Lotto 9PM,10-22      =,4/5/2023,"4,000.00",617
Ultra Lotto 6/58,"39-43-3=
4-52-24-35",4/4/2023,"49,500,000.00",0
Superlotto 6/49,"02-47-21=
-10-26-38",4/4/2023,"21,585,069.00",0
Lotto 6/42,"42-04-33-37-1=
6-36",4/4/2023,"53,799,153.40",0
6D Lotto,2-5-2-9-8-0    =,4/4/2023,"3,779,382.40",0
3D Lotto 2PM,2-5-4      =,4/4/2023,"4,500.00",606
3D Lotto 5PM,4-0-3      =,4/4/2023,"4,500.00",428
3D Lotto 9PM,5-4-9      =,4/4/2023,"4,500.00",656
2D Lotto 2PM,08-18      =,4/4/2023,"4,000.00",353
2D Lotto 5PM,20-21      =,4/4/2023,"4,000.00",74
2D Lotto 9PM,12-17      =,4/4/2023,"4,000.00",587
Grand Lotto 6/55,"21-37-3=
3-34-55-25",4/3/2023,"29,700,000.00",0
Megalotto 6/45,"45-37-28-=
40-08-42",4/3/2023,"60,618,423.00",0
4D Lotto,3-0-1-2        =,4/3/2023,"10,000.00","=
98"
3D Lotto 2PM,3-3-8      =,4/3/2023,"4,500.00",367
3D Lotto 5PM,1-1-6      =,4/3/2023,"4,500.00",733
3D Lotto 9PM,3-0-1      =,4/3/2023,"4,500.00",802
2D Lotto 2PM,09-16      =,4/3/2023,"4,000.00",287
2D Lotto 5PM,29-03      =,4/3/2023,"4,000.00",165
2D Lotto 9PM,16-02      =,4/3/2023,"4,000.00",188
Ultra Lotto 6/58,"57-26-2=
1-52-42-03",4/2/2023,"49,500,000.00",0
Superlotto 6/49,"15-32-21=
-45-11-22",4/2/2023,"18,582,735.60",0
3D Lotto 2PM,6-7-8      =,4/2/2023,"4,500.00",234
3D Lotto 5PM,2-2-7      =,4/2/2023,"4,500.00",275
3D Lotto 9PM,5-6-4      =,4/2/2023,"4,500.00",365
2D Lotto 2PM,01-16      =,4/2/2023,"4,000.00",193
2D Lotto 5PM,05-12      =,4/2/2023,"4,000.00",287
2D Lotto 9PM,22-24      =,4/2/2023,"4,000.00",221
Grand Lotto 6/55,"05-33-4=
9-47-28-42",4/1/2023,"29,700,000.00",0
Lotto 6/42,"25-03-40-13-1=
0-31",4/1/2023,"47,492,279.80",0
6D Lotto,5-6-2-0-5-1    =,4/1/2023,"3,389,551.92",0
3D Lotto 2PM,5-9-8      =,4/1/2023,"4,500.00",205
3D Lotto 5PM,0-1-4      =,4/1/2023,"4,500.00",172
3D Lotto 9PM,5-8-5      =,4/1/2023,"4,500.00",439
2D Lotto 2PM,04-18      =,4/1/2023,"4,000.00",350
2D Lotto 5PM,18-07      =,4/1/2023,"4,000.00",159
2D Lotto 9PM,18-06      =,4/1/2023,"4,000.00",271
Ultra Lotto 6/58,"30-36-0=
5-32-51-13",3/31/2023,"49,500,000.00",0
Megalotto 6/45,"43-37-19-=
09-20-40",3/31/2023,"54,010,257.60",0
4D Lotto,6-4-5-1        =,3/31/2023,"44,266.00",21
3D Lotto 2PM,6-4-1      =,3/31/2023,"4,500.00",194
3D Lotto 5PM,5-0-0      =,3/31/2023,"4,500.00",617
3D Lotto 9PM,1-0-6      =,3/31/2023,"4,500.00",804
2D Lotto 2PM,31-22      =,3/31/2023,"4,000.00",123
2D Lotto 5PM,25-04      =,3/31/2023,"4,000.00",176
2D Lotto 9PM,14-21      =,3/31/2023,"4,000.00",592
Superlotto 6/49,"30-47-25=
-43-33-32",3/30/2023,"15,840,000.00",0
Lotto 6/42,"13-38-37-22-2=
0-42",3/30/2023,"41,254,992.20",0
6D Lotto,5-8-4-0-3-3    =,3/30/2023,"2,839,980.32",0
3D Lotto 2PM,0-0-9      =,3/30/2023,"4,500.00",457
3D Lotto 5PM,3-8-4      =,3/30/2023,"4,500.00",152
3D Lotto 9PM,6-6-2      =,3/30/2023,"4,500.00",237
2D Lotto 2PM,08-16      =,3/30/2023,"4,000.00",309
2D Lotto 5PM,20-13      =,3/30/2023,"4,000.00",36
2D Lotto 9PM,30-06      =,3/30/2023,"4,000.00",356
Grand Lotto 6/55,"26-23-3=
4-41-45-29",3/29/2023,"34,123,859.00",1
Megalotto 6/45,"32-23-31-=
34-40-29",3/29/2023,"47,996,478.00",0
4D Lotto,8-9-6-6        =,3/29/2023,"51,231.00",14
3D Lotto 2PM,0-0-8      =,3/29/2023,"4,500.00",225
3D Lotto 5PM,9-0-3      =,3/29/2023,"4,500.00",382
3D Lotto 9PM,0-6-8      =,3/29/2023,"4,500.00",283
2D Lotto 2PM,06-12      =,3/29/2023,"4,000.00",307
2D Lotto 5PM,16-16      =,3/29/2023,"4,000.00",271
2D Lotto 9PM,07-10      =,3/29/2023,"4,000.00",560
Ultra Lotto 6/58,"02-55-3=
8-34-09-24",3/28/2023,"49,500,000.00",0
Superlotto 6/49,"46-11-19=
-31-21-17",3/28/2023,"15,840,000.00",0
Lotto 6/42,"05-35-42-02-2=
2-20",3/28/2023,"35,308,795.60",0
6D Lotto,6-9-8-5-0-9    =,3/28/2023,"2,269,614.36",0
3D Lotto 2PM,4-8-6      =,3/28/2023,"4,500.00",339
3D Lotto 5PM,3-9-1      =,3/28/2023,"4,500.00",287
3D Lotto 9PM,0-7-3      =,3/28/2023,"4,500.00",206
2D Lotto 2PM,20-16      =,3/28/2023,"4,000.00",185
2D Lotto 5PM,20-30      =,3/28/2023,"4,000.00",184
2D Lotto 9PM,27-01      =,3/28/2023,"4,000.00",159
Grand Lotto 6/55,"36-38-4=
7-43-28-15",3/27/2023,"30,381,854.60",0
Megalotto 6/45,"11-07-09-=
40-43-13",3/27/2023,"42,247,790.20",0
4D Lotto,7-3-4-5        =,3/27/2023,"44,775.00",20
3D Lotto 2PM,7-0-5      =,3/27/2023,"4,500.00",279
3D Lotto 5PM,6-2-4      =,3/27/2023,"4,500.00",228
3D Lotto 9PM,8-1-5      =,3/27/2023,"4,500.00",452
2D Lotto 2PM,11-22      =,3/27/2023,"4,000.00",318
2D Lotto 5PM,19-01      =,3/27/2023,"4,000.00",84
2D Lotto 9PM,29-06      =,3/27/2023,"4,000.00",266
Ultra Lotto 6/58,"50-38-3=
9-40-35-51",3/26/2023,"49,500,000.00",0
Superlotto 6/49,"30-16-42=
-05-31-21",3/26/2023,"15,840,000.00",0
3D Lotto 2PM,0-9-2      =,3/26/2023,"4,500.00",95
3D Lotto 5PM,0-4-9      =,3/26/2023,"4,500.00",148
3D Lotto 9PM,7-6-7      =,3/26/2023,"4,500.00",155
2D Lotto 2PM,05-21      =,3/26/2023,"4,000.00",322
2D Lotto 5PM,11-05      =,3/26/2023,"4,000.00",262
2D Lotto 9PM,10-01      =,3/26/2023,"4,000.00",251
Grand Lotto 6/55,"49-53-0=
3-31-22-08",3/25/2023,"29,700,000.00",0
Lotto 6/42,"20-33-17-39-3=
4-07",3/25/2023,"30,199,891.40",0
6D Lotto,5-1-2-0-7-1    =,3/25/2023,"1,677,627.52",0
3D Lotto 2PM,3-9-9      =,3/25/2023,"4,500.00",312
3D Lotto 5PM,3-7-9      =,3/25/2023,"4,500.00",244
3D Lotto 9PM,1-2-4      =,3/25/2023,"4,500.00",579
2D Lotto 2PM,28-05      =,3/25/2023,"4,000.00",137
2D Lotto 5PM,24-19      =,3/25/2023,"4,000.00",46
2D Lotto 9PM,26-18      =,3/25/2023,"4,000.00",220
Ultra Lotto 6/58,"37-36-1=
3-58-33-50",3/24/2023,"49,500,000.00",0
Megalotto 6/45,"32-44-02-=
37-23-20",3/24/2023,"36,522,346.80",0
4D Lotto,9-1-9-9        =,3/24/2023,"62,031.00",16
3D Lotto 2PM,7-0-6      =,3/24/2023,"4,500.00",187
3D Lotto 5PM,2-7-2      =,3/24/2023,"4,500.00",202
3D Lotto 9PM,8-3-8      =,3/24/2023,"4,500.00",278
2D Lotto 2PM,20-09      =,3/24/2023,"4,000.00",174
2D Lotto 5PM,01-22      =,3/24/2023,"4,000.00",237
2D Lotto 9PM,30-21      =,3/24/2023,"4,000.00",139
Superlotto 6/49,"17-15-07=
-09-13-03",3/23/2023,"15,840,000.00",0
Lotto 6/42,"33-16-05-22-1=
5-37",3/23/2023,"25,115,145.60",0
6D Lotto,0-0-2-0-3-6    =,3/23/2023,"1,249,537.40",0
3D Lotto 2PM,7-3-7      =,3/23/2023,"4,500.00",868
3D Lotto 5PM,4-7-1      =,3/23/2023,"4,500.00",264
3D Lotto 9PM,6-1-4      =,3/23/2023,"4,500.00",597
2D Lotto 2PM,24-04      =,3/23/2023,"4,000.00",317
2D Lotto 5PM,04-02      =,3/23/2023,"4,000.00",293
2D Lotto 9PM,02-15      =,3/23/2023,"4,000.00",509
Grand Lotto 6/55,"25-50-4=
9-38-21-19",3/22/2023,"29,700,000.00",0
Megalotto 6/45,"08-02-41-=
03-23-01",3/22/2023,"31,345,719.80",0
4D Lotto,5-9-1-3        =,3/22/2023,"15,995.00",41
3D Lotto 2PM,3-7-3      =,3/22/2023,"4,500.00",404
3D Lotto 5PM,2-8-0      =,3/22/2023,"4,500.00",203
3D Lotto 9PM,6-9-9      =,3/22/2023,"4,500.00",221
2D Lotto 2PM,24-18      =,3/22/2023,"4,000.00",149
2D Lotto 5PM,31-30      =,3/22/2023,"4,000.00",73
2D Lotto 9PM,25-17      =,3/22/2023,"4,000.00",415
Ultra Lotto 6/58,"07-14-5=
2-51-53-48",3/21/2023,"49,500,000.00",0
Superlotto 6/49,"12-29-35=
-34-13-08",3/21/2023,"33,643,692.60",2
Lotto 6/42,"03-02-13-19-2=
3-24",3/21/2023,"19,990,569.20",0
6D Lotto,7-3-7-8-2-0    =,3/21/2023,"871,639.88",0
3D Lotto 2PM,8-5-6      =,3/21/2023,"4,500.00",620
3D Lotto 5PM,5-6-5      =,3/21/2023,"4,500.00",311
3D Lotto 9PM,7-5-7      =,3/21/2023,"4,500.00",587
2D Lotto 2PM,04-11      =,3/21/2023,"4,000.00",346
2D Lotto 5PM,23-16      =,3/21/2023,"4,000.00",98
2D Lotto 9PM,21-16      =,3/21/2023,"4,000.00",202
Grand Lotto 6/55,"07-50-3=
8-34-51-22",3/20/2023,"29,700,000.00",0
Megalotto 6/45,"11-37-30-=
17-42-39",3/20/2023,"26,299,603.20",0
4D Lotto,8-3-2-6        =,3/20/2023,"22,950.00",23
3D Lotto 2PM,6-7-4      =,3/20/2023,"4,500.00",303
3D Lotto 5PM,1-8-5      =,3/20/2023,"4,500.00",218
3D Lotto 9PM,7-6-8      =,3/20/2023,"4,500.00",400
2D Lotto 2PM,04-21      =,3/20/2023,"4,000.00",278
2D Lotto 5PM,09-15      =,3/20/2023,"4,000.00",223
2D Lotto 9PM,05-26      =,3/20/2023,"4,000.00",586
Ultra Lotto 6/58,"56-14-5=
0-26-55-48",3/19/2023,"49,500,000.00",0
Superlotto 6/49,"45-01-13=
-43-16-20",3/19/2023,"29,775,177.00",0
3D Lotto 2PM,5-5-4      =,3/19/2023,"4,500.00",345
3D Lotto 5PM,6-4-6      =,3/19/2023,"4,500.00",334
3D Lotto 9PM,0-1-4      =,3/19/2023,"4,500.00",345
2D Lotto 2PM,19-04      =,3/19/2023,"4,000.00",271
2D Lotto 5PM,18-19      =,3/19/2023,"4,000.00",265
2D Lotto 9PM,19-07      =,3/19/2023,"4,000.00",471
Grand Lotto 6/55,"26-03-4=
3-10-54-14",3/18/2023,"29,700,000.00",0
Lotto 6/42,"37-34-35-13-0=
8-12",3/18/2023,"15,912,672.80",0
6D Lotto,9-9-0-8-9-7    =,3/18/2023,"540,944.60",0
3D Lotto 2PM,1-5-4      =,3/18/2023,"4,500.00",297
3D Lotto 5PM,5-6-5      =,3/18/2023,"4,500.00",213
3D Lotto 9PM,7-5-9      =,3/18/2023,"4,500.00",383
2D Lotto 2PM,15-31      =,3/18/2023,"4,000.00",108
2D Lotto 5PM,26-02      =,3/18/2023,"4,000.00",67
2D Lotto 9PM,15-21      =,3/18/2023,"4,000.00",537
Ultra Lotto 6/58,"31-20-1=
7-42-52-53",3/17/2023,"49,500,000.00",0
Megalotto 6/45,"07-04-43-=
34-01-27",3/17/2023,"21,347,907.00",0
4D Lotto,7-0-8-2        =,3/17/2023,"127,360.00",8
3D Lotto 2PM,6-0-6      =,3/17/2023,"4,500.00",201
3D Lotto 5PM,4-9-7      =,3/17/2023,"4,500.00",111
3D Lotto 9PM,7-0-6      =,3/17/2023,"4,500.00",579
2D Lotto 2PM,21-16      =,3/17/2023,"4,000.00",206
2D Lotto 5PM,24-09      =,3/17/2023,"4,000.00",152
2D Lotto 9PM,30-30      =,3/17/2023,"4,000.00",708
Superlotto 6/49,"09-27-47=
-07-32-46",3/16/2023,"25,089,706.60",0
Lotto 6/42,"15-18-21-17-3=
4-35",3/16/2023,"11,515,675.00",0
6D Lotto,7-8-1-6-0-2    =,3/16/2023,"691,286.00",1
3D Lotto 2PM,6-0-6      =,3/16/2023,"4,500.00",645
3D Lotto 5PM,8-2-1      =,3/16/2023,"4,500.00",167
3D Lotto 9PM,2-1-3      =,3/16/2023,"4,500.00",710
2D Lotto 2PM,02-14      =,3/16/2023,"4,000.00",274
2D Lotto 5PM,20-13      =,3/16/2023,"4,000.00",118
2D Lotto 9PM,19-05      =,3/16/2023,"4,000.00",424
Grand Lotto 6/55,"01-24-3=
9-06-53-40",3/15/2023,"29,700,000.00",0
Megalotto 6/45,"13-05-39-=
18-23-11",3/15/2023,"16,644,551.20",0
4D Lotto,7-6-6-0        =,3/15/2023,"48,842.00",19
3D Lotto 2PM,5-6-3      =,3/15/2023,"4,500.00",479
3D Lotto 5PM,2-4-0      =,3/15/2023,"4,500.00",205
3D Lotto 9PM,7-2-6      =,3/15/2023,"4,500.00",491
2D Lotto 2PM,11-06      =,3/15/2023,"4,000.00",255
2D Lotto 5PM,21-28      =,3/15/2023,"4,000.00",139
2D Lotto 9PM,31-12      =,3/15/2023,"4,000.00",203
Ultra Lotto 6/58,"17-27-4=
8-41-58-52",3/14/2023,"49,500,000.00",0
Superlotto 6/49,"37-04-20=
-39-23-15",3/14/2023,"19,924,336.20",0
Lotto 6/42,"30-38-02-36-2=
9-13",3/14/2023,"7,444,988.60",0
6D Lotto,2-6-9-8-4-3    =,3/14/2023,"500,060.28",0
3D Lotto 2PM,1-5-1      =,3/14/2023,"4,500.00",146
3D Lotto 5PM,2-3-8      =,3/14/2023,"4,500.00",112
3D Lotto 9PM,4-6-3      =,3/14/2023,"4,500.00",553
2D Lotto 2PM,30-03      =,3/14/2023,"4,000.00",279
2D Lotto 5PM,22-07      =,3/14/2023,"4,000.00",185
2D Lotto 9PM,25-30      =,3/14/2023,"4,000.00",393
Grand Lotto 6/55,"16-21-2=
5-29-15-06",3/13/2023,"29,700,000.00",0
Megalotto 6/45,"45-40-34-=
05-18-09",3/13/2023,"12,249,552.00",0
4D Lotto,7-7-0-4        =,3/13/2023,"53,524.00",16
3D Lotto 2PM,8-8-7      =,3/13/2023,"4,500.00",226
3D Lotto 5PM,4-9-0      =,3/13/2023,"4,500.00",168
3D Lotto 9PM,9-0-4      =,3/13/2023,"4,500.00",472
2D Lotto 2PM,25-29      =,3/13/2023,"4,000.00",258
2D Lotto 5PM,27-24      =,3/13/2023,"4,000.00",96
2D Lotto 9PM,18-11      =,3/13/2023,"4,000.00",223
Ultra Lotto 6/58,"13-30-1=
0-22-02-15",3/12/2023,"49,500,000.00",1
Superlotto 6/49,"07-34-29=
-47-12-04",3/12/2023,"16,190,948.00",0
3D Lotto 2PM,1-5-1      =,3/12/2023,"4,500.00",397
3D Lotto 5PM,7-0-1      =,3/12/2023,"4,500.00",258
3D Lotto 9PM,5-7-1      =,3/12/2023,"4,500.00",707
2D Lotto 2PM,14-29      =,3/12/2023,"4,000.00",180
2D Lotto 5PM,20-23      =,3/12/2023,"4,000.00",285
2D Lotto 9PM,25-05      =,3/12/2023,"4,000.00",608
Grand Lotto 6/55,"45-29-1=
2-03-26-51",3/11/2023,"29,700,000.00",1
Lotto 6/42,"03-09-12-33-2=
2-18",3/11/2023,"5,940,000.00",0
6D Lotto,5-1-7-9-1-7    =,3/11/2023,"175,126.00",3
3D Lotto 2PM,0-0-4      =,3/11/2023,"4,500.00",187
3D Lotto 5PM,7-9-3      =,3/11/2023,"4,500.00",173
3D Lotto 9PM,9-7-3      =,3/11/2023,"4,500.00",223
2D Lotto 2PM,24-22      =,3/11/2023,"4,000.00",186
2D Lotto 5PM,16-22      =,3/11/2023,"4,000.00",251
2D Lotto 9PM,16-22      =,3/11/2023,"4,000.00",313
Ultra Lotto 6/58,"48-45-4=
3-29-25-05",3/10/2023,"49,500,000.00",0
Megalotto 6/45,"32-31-07-=
25-36-28",3/10/2023,"8,910,000.00",0
4D Lotto,4-0-9-0        =,3/10/2023,"11,276.00",91
3D Lotto 2PM,0-8-2      =,3/10/2023,"4,500.00",131
3D Lotto 5PM,4-6-9      =,3/10/2023,"4,500.00",155
3D Lotto 9PM,1-2-3      =,3/10/2023,"4,500.00",547
2D Lotto 2PM,14-17      =,3/10/2023,"4,000.00",287
2D Lotto 5PM,12-28      =,3/10/2023,"4,000.00",259
2D Lotto 9PM,24-20      =,3/10/2023,"4,000.00",174
Superlotto 6/49,"30-37-32=
-07-26-38",3/9/2023,"15,840,000.00",0
Lotto 6/42,"06-18-26-29-1=
7-11",3/9/2023,"16,319,245.20",1
6D Lotto,8-3-0-6-7-0    =,3/9/2023,"327,218.40",0
3D Lotto 2PM,6-1-8      =,3/9/2023,"4,500.00",459
3D Lotto 5PM,9-3-3      =,3/9/2023,"4,500.00",208
3D Lotto 9PM,6-4-4      =,3/9/2023,"4,500.00",411
2D Lotto 2PM,14-13      =,3/9/2023,"4,000.00",218
2D Lotto 5PM,10-22      =,3/9/2023,"4,000.00",279
2D Lotto 9PM,02-15      =,3/9/2023,"4,000.00",437
Grand Lotto 6/55,"48-36-4=
2-55-11-22",3/8/2023,"29,700,000.00",0
Megalotto 6/45,"23-15-25-=
40-34-24",3/8/2023,"8,910,000.00",0
4D Lotto,5-0-4-2        =,3/8/2023,"31,088.00","=
30"
3D Lotto 2PM,9-8-8      =,3/8/2023,"4,500.00",255
3D Lotto 5PM,5-3-2      =,3/8/2023,"4,500.00",186
3D Lotto 9PM,8-3-2      =,3/8/2023,"4,500.00",627
2D Lotto 2PM,31-28      =,3/8/2023,"4,000.00",132
2D Lotto 5PM,21-24      =,3/8/2023,"4,000.00",120
2D Lotto 9PM,31-18      =,3/8/2023,"4,000.00",193
Ultra Lotto 6/58,"56-41-1=
1-48-54-58",3/7/2023,"109,630,146.00",1
Superlotto 6/49,"13-42-23=
-44-06-11",3/7/2023,"15,840,000.00",0
Lotto 6/42,"34-42-03-07-1=
6-05",3/7/2023,"11,828,465.80",0
6D Lotto,1-9-9-1-7-8    =,3/7/2023,"150,000.00",0
3D Lotto 2PM,9-1-8      =,3/7/2023,"4,500.00",486
3D Lotto 5PM,4-1-2      =,3/7/2023,"4,500.00",271
3D Lotto 9PM,9-3-6      =,3/7/2023,"4,500.00",409
2D Lotto 2PM,01-10      =,3/7/2023,"4,000.00",307
2D Lotto 5PM,28-08      =,3/7/2023,"4,000.00",214
2D Lotto 9PM,17-20      =,3/7/2023,"4,000.00",396
Grand Lotto 6/55,"14-29-0=
9-06-38-15",3/6/2023,"29,700,000.00",0
Megalotto 6/45,"26-43-11-=
18-05-45",3/6/2023,"12,171,239.80",1
4D Lotto,4-6-6-1        =,3/6/2023,"73,828.00","=
13"
3D Lotto 2PM,7-7-6      =,3/6/2023,"4,500.00",113
3D Lotto 5PM,0-1-6      =,3/6/2023,"4,500.00",99
3D Lotto 9PM,0-8-6      =,3/6/2023,"4,500.00",325
2D Lotto 2PM,22-31      =,3/6/2023,"4,000.00",94
2D Lotto 5PM,10-11      =,3/6/2023,"4,000.00",251
2D Lotto 9PM,06-27      =,3/6/2023,"4,000.00",541
Ultra Lotto 6/58,"50-55-4=
0-22-09-53",3/5/2023,"102,359,238.40",0
Superlotto 6/49,"30-46-31=
-45-10-08",3/5/2023,"15,840,000.00",0
3D Lotto 2PM,6-2-3      =,3/5/2023,"4,500.00",345
3D Lotto 5PM,4-7-2      =,3/5/2023,"4,500.00",193
3D Lotto 9PM,0-8-0      =,3/5/2023,"4,500.00",209
2D Lotto 2PM,01-27      =,3/5/2023,"4,000.00",281
2D Lotto 5PM,15-31      =,3/5/2023,"4,000.00",91
2D Lotto 9PM,02-09      =,3/5/2023,"4,000.00",472
Grand Lotto 6/55,"53-48-4=
0-23-24-02",3/4/2023,"29,700,000.00",0
Lotto 6/42,"03-06-26-37-3=
5-18",3/4/2023,"8,149,079.40",0
6D Lotto,2-3-1-4-2-4    =,3/4/2023,"4,184,638.00",1
3D Lotto 2PM,4-8-2      =,3/4/2023,"4,500.00",244
3D Lotto 5PM,9-7-4      =,3/4/2023,"4,500.00",211
3D Lotto 9PM,1-4-8      =,3/4/2023,"4,500.00",1155
2D Lotto 2PM,19-17      =,3/4/2023,"4,000.00",108
2D Lotto 5PM,09-05      =,3/4/2023,"4,000.00",281
2D Lotto 9PM,16-02      =,3/4/2023,"4,000.00",314
Ultra Lotto 6/58,"10-28-4=
1-13-55-20",3/3/2023,"95,083,361.40",0
Megalotto 6/45,"30-39-38-=
25-27-19",3/3/2023,"8,910,000.00",0
4D Lotto,4-0-4-0        =,3/3/2023,"10,000.00","=
95"
