LOTTO GAME,COMBINATIONS,DRAW DATE,JACKPOT (=E2=82=B1),WINNERS
3D Lotto 5PM,3-6-1      =,7/18/2021,"4,500.00",124
3D Lotto 9PM,9-4-9      =,7/18/2021,"4,500.00",122
2D Lotto 2PM,09-31      =,7/18/2021,"4,000.00",170
2D Lotto 5PM,20-31      =,7/18/2021,"4,000.00",46
2D Lotto 9PM,22-14      =,7/18/2021,"4,000.00",97
Grand Lotto 6/55,"17-54-0=
9-41-08-20",7/17/2021,"50,044,829.80",0
Lotto 6/42,"32-27-08-34-0=
9-21",7/17/2021,"39,275,103.20",0
6D Lotto,4-6-4-1-3-5    =,7/17/2021,"6,885,632.48",0
3D Lotto 2PM,4-3-6      =,7/17/2021,"4,500.00",213
3D Lotto 5PM,3-6-9      =,7/17/2021,"4,500.00",665
3D Lotto 9PM,2-1-1      =,7/17/2021,"4,500.00",390
2D Lotto 2PM,06-12      =,7/17/2021,"4,000.00",258
2D Lotto 5PM,23-15      =,7/17/2021,"4,000.00",114
2D Lotto 9PM,26-14      =,7/17/2021,"4,000.00",126
Ultra Lotto 6/58,"58-01-2=
2-10-21-37",7/16/2021,"49,500,000.00",0
Megalotto 6/45,"19-40-45-=
30-14-05",7/16/2021,"22,933,181.60",0
4D Lotto,8-5-4-2        =,7/16/2021,"97,129.00",7
3D Lotto 2PM,6-6-2      =,7/16/2021,"4,500.00",123
3D Lotto 5PM,4-5-6      =,7/16/2021,"4,500.00",61
3D Lotto 9PM,1-4-4      =,7/16/2021,"4,500.00",343
2D Lotto 2PM,11-23      =,7/16/2021,"4,000.00",210
2D Lotto 5PM,27-29      =,7/16/2021,"4,000.00",210
2D Lotto 9PM,10-27      =,7/16/2021,"4,000.00",595
Superlotto 6/49,"07-38-31=
-02-32-35",7/15/2021,"16,766,183.40",0
Lotto 6/42,"34-39-29-20-3=
6-19",7/15/2021,"34,977,652.60",0
6D Lotto,4-9-8-6-1-0    =,7/15/2021,"6,835,632.48",0
3D Lotto 2PM,3-0-6      =,7/15/2021,"4,500.00",320
3D Lotto 5PM,6-2-8      =,7/15/2021,"4,500.00",267
3D Lotto 9PM,9-5-1      =,7/15/2021,"4,500.00",202
2D Lotto 2PM,01-25      =,7/15/2021,"4,000.00",178
2D Lotto 5PM,27-26      =,7/15/2021,"4,000.00",28
2D Lotto 9PM,11-08      =,7/15/2021,"4,000.00",608
Grand Lotto 6/55,"21-29-3=
9-42-06-14",7/14/2021,"46,675,625.60",0
Megalotto 6/45,"16-02-25-=
34-26-43",7/14/2021,"19,346,329.40",0
4D Lotto,9-2-2-8        =,7/14/2021,"23,495.00",7
3D Lotto 2PM,4-8-7      =,7/14/2021,"4,500.00",288
3D Lotto 5PM,5-1-7      =,7/14/2021,"4,500.00",284
3D Lotto 9PM,9-4-2      =,7/14/2021,"4,500.00",156
2D Lotto 2PM,01-08      =,7/14/2021,"4,000.00",170
2D Lotto 5PM,11-22      =,7/14/2021,"4,000.00",165
2D Lotto 9PM,22-08      =,7/14/2021,"4,000.00",395
Ultra Lotto 6/58,"42-58-2=
4-54-55-29",7/13/2021,"49,500,000.00",0
Superlotto 6/49,"25-36-10=
-43-16-21",7/13/2021,"15,840,000.00",0
Lotto 6/42,"06-25-36-21-3=
9-28",7/13/2021,"30,541,523.60",0
6D Lotto,4-4-5-3-0-9    =,7/13/2021,"6,462,328.60",0
3D Lotto 2PM,7-8-5      =,7/13/2021,"4,500.00",154
3D Lotto 5PM,3-4-3      =,7/13/2021,"4,500.00",92
3D Lotto 9PM,7-2-9      =,7/13/2021,"4,500.00",453
2D Lotto 2PM,28-07      =,7/13/2021,"4,000.00",130
2D Lotto 5PM,15-31      =,7/13/2021,"4,000.00",26
2D Lotto 9PM,18-21      =,7/13/2021,"4,000.00",241
Grand Lotto 6/55,"09-02-2=
1-22-20-42",7/12/2021,"43,373,942.80",0
Megalotto 6/45,"36-43-29-=
12-25-03",7/12/2021,"16,189,166.40",0
4D Lotto,9-3-2-4        =,7/12/2021,"25,760.00",15
3D Lotto 2PM,4-5-6      =,7/12/2021,"4,500.00",119
3D Lotto 5PM,7-5-0      =,7/12/2021,"4,500.00",156
3D Lotto 9PM,7-9-2      =,7/12/2021,"4,500.00",238
2D Lotto 2PM,09-11      =,7/12/2021,"4,000.00",230
2D Lotto 5PM,29-09      =,7/12/2021,"4,000.00",150
2D Lotto 9PM,28-28      =,7/12/2021,"4,000.00",545
Ultra Lotto 6/58,"53-43-1=
6-42-58-46",7/11/2021,"49,500,000.00",0
Superlotto 6/49,"47-25-09=
-23-11-14",7/11/2021,"15,840,000.00",0
3D Lotto 2PM,6-6-9      =,7/11/2021,"4,500.00",60
3D Lotto 5PM,8-6-1      =,7/11/2021,"4,500.00",97
3D Lotto 9PM,2-4-5      =,7/11/2021,"4,500.00",171
2D Lotto 2PM,06-08      =,7/11/2021,"4,000.00",184
2D Lotto 5PM,17-13      =,7/11/2021,"4,000.00",47
2D Lotto 9PM,10-24      =,7/11/2021,"4,000.00",482
Grand Lotto 6/55,"20-15-4=
9-27-50-29",7/10/2021,"40,013,179.80",0
Lotto 6/42,"01-04-17-33-0=
3-27",7/10/2021,"26,693,912.60",0
6D Lotto,2-1-0-3-9-4    =,7/10/2021,"6,077,141.92",0
3D Lotto 2PM,2-3-7      =,7/10/2021,"4,500.00",166
3D Lotto 5PM,1-5-5      =,7/10/2021,"4,500.00",159
3D Lotto 9PM,4-9-1      =,7/10/2021,"4,500.00",79
2D Lotto 2PM,18-12      =,7/10/2021,"4,000.00",197
2D Lotto 5PM,01-14      =,7/10/2021,"4,000.00",45
2D Lotto 9PM,17-11      =,7/10/2021,"4,000.00",193
Ultra Lotto 6/58,"12-39-2=
3-24-36-35",7/9/2021,"49,500,000.00",0
Megalotto 6/45,"27-43-32-=
18-15-12",7/9/2021,"12,880,457.40",0
4D Lotto,8-4-3-0        =,7/9/2021,"16,089.00","=
17"
3D Lotto 2PM,4-3-0      =,7/9/2021,"4,500.00",104
3D Lotto 5PM,9-3-9      =,7/9/2021,"4,500.00",138
3D Lotto 9PM,4-6-4      =,7/9/2021,"4,500.00",177
2D Lotto 2PM,11-21      =,7/9/2021,"4,000.00",165
2D Lotto 5PM,08-19      =,7/9/2021,"4,000.00",107
2D Lotto 9PM,18-28      =,7/9/2021,"4,000.00",276
Superlotto 6/49,"44-27-12=
-43-25-37",7/8/2021,"15,840,000.00",0
Lotto 6/42,"18-14-32-17-2=
5-34",7/8/2021,"22,826,272.40",0
6D Lotto,5-3-7-1-1-8    =,7/8/2021,"5,802,250.90",0
3D Lotto 2PM,2-8-9      =,7/8/2021,"4,500.00",196
3D Lotto 5PM,6-3-6      =,7/8/2021,"4,500.00",62
3D Lotto 9PM,2-8-5      =,7/8/2021,"4,500.00",192
2D Lotto 2PM,09-16      =,7/8/2021,"4,000.00",252
2D Lotto 5PM,19-12      =,7/8/2021,"4,000.00",47
2D Lotto 9PM,19-01      =,7/8/2021,"4,000.00",85
Grand Lotto 6/55,"29-47-3=
6-41-44-27",7/7/2021,"36,758,237.00",0
Megalotto 6/45,"07-26-12-=
25-05-16",7/7/2021,"9,646,283.80",0
4D Lotto,2-8-0-2        =,7/7/2021,"21,255.00","=
26"
3D Lotto 2PM,0-0-3      =,7/7/2021,"4,500.00",72
3D Lotto 5PM,8-7-0      =,7/7/2021,"4,500.00",87
3D Lotto 9PM,4-9-1      =,7/7/2021,"4,500.00",112
2D Lotto 2PM,27-09      =,7/7/2021,"4,000.00",153
2D Lotto 5PM,25-05      =,7/7/2021,"4,000.00",52
2D Lotto 9PM,06-10      =,7/7/2021,"4,000.00",577
Ultra Lotto 6/58,"42-12-1=
0-19-40-26",7/6/2021,"49,500,000.00",0
Superlotto 6/49,"23-26-40=
-14-41-29",7/6/2021,"15,840,000.00",0
Lotto 6/42,"32-17-31-12-3=
9-07",7/6/2021,"18,818,304.20",0
6D Lotto,1-8-8-9-8-0    =,7/6/2021,"5,485,931.88",0
3D Lotto 2PM,8-2-1      =,7/6/2021,"4,500.00",197
3D Lotto 5PM,0-6-8      =,7/6/2021,"4,500.00",77
3D Lotto 9PM,8-0-7      =,7/6/2021,"4,500.00",339
2D Lotto 2PM,29-11      =,7/6/2021,"4,000.00",110
2D Lotto 5PM,08-18      =,7/6/2021,"4,000.00",127
2D Lotto 9PM,03-19      =,7/6/2021,"4,000.00",552
Grand Lotto 6/55,"47-17-3=
1-20-11-51",7/5/2021,"33,355,913.60",0
Megalotto 6/45,"14-44-15-=
06-37-20",7/5/2021,"8,910,000.00",0
